Paper_Table_Row_Number	Quantum_Code_Parameters	Vector_u	Scalar_a	Generator_Matrix_G
39	[[21,12,6;9]]_2	1 1 w 1 w^2 1 w^2 0 1 1 1 1 w w 0 0 w w^2 0 w	1	1 0 0 0 0 0 0 1 w^2 w^2 0 w 0 w^2 w w^2 0 1 0 1 | 0 1 0 0 0 0 0 w^2 w^2 1 0 0 1 w 1 1 w 0 1 0 | 0 0 1 0 0 0 0 1 0 0 0 w^2 w 0 1 w 0 1 w 1 | 0 0 0 1 0 0 0 0 1 0 0 1 0 w w^2 0 w^2 w^2 1 1 | 0 0 0 0 1 0 0 0 0 1 0 w w^2 1 w w w 1 w 1 | 0 0 0 0 0 1 0 1 w^2 w^2 0 1 w w^2 w 0 1 w^2 w w | 0 0 0 0 0 0 1 w^2 w^2 1 0 1 w^2 w^2 1 w 0 0 0 w | 0 0 0 0 0 0 0 0 0 0 1 0 1 w w 1 0 1 w w
40	[[22,2,17;20]]_2	w 1 w^2 w^2 w w^2 w w^2 1 1 w 0 0 1 1 1 w^2 w w 1 0	1	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 0 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 1 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w w^2 | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 w^2 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w w | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w^2 w^2 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 w 1 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 w | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 w^2 | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 w^2 1 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 w w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 w^2 1
41	[[22,3,15;19]]_2	0 w 1 w^2 1 1 w w w w w w^2 w 1 w w^2 1 w w 1 w^2	1	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 w^2 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w w^2 w^2 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 w w^2 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w^2 0 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w w 0 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 w 1 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 w w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 w^2 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 w 1 1 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 w^2 w w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 w^2 w
42	[[22,6,11;16]]_2	w 1 0 w w 1 1 w 0 w^2 0 w^2 1 1 w w^2 w^2 w w w w^2	1	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 0 w 0 w 1 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w 0 w w 0 1 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w 1 w 0 w w^2 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 w^2 1 w^2 1 | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 w^2 w^2 w^2 1 w | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 w w^2 w^2 0 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 w^2 1 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 w^2 w^2 w 0 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 w^2 w^2 0 w 0 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w w^2 1 1 1 w | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 w^2 w 0 1 1 1 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 w^2 0 w^2 w^2 w 1 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 w^2 w 0 w 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 w^2 1 w 1 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 1 0 1 1
43	[[22,7,10;15]]_2	1 w^2 1 1 w w^2 w w^2 0 0 w^2 1 w^2 w^2 1 w^2 0 1 w 1 w^2	1	1 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 w 0 1 w^2 0 1 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 w^2 1 w 1 1 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 w^2 w w 1 w^2 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w^2 0 1 w^2 0 0 w^2 | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 w^2 w 1 w^2 w w^2 1 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 w 0 w 1 w 1 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 w 1 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 w w^2 1 w^2 0 w 0 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w^2 1 0 w 1 w^2 w | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 w^2 w 1 1 w w^2 w | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 w^2 w^2 w^2 0 0 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 w^2 0 0 0 0 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 w^2 w 1 w w 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 w 0 0 1 1
44	[[22,8,9;14]]_2	w^2 w w 1 w^2 0 0 w^2 w^2 w^2 0 w^2 1 0 0 w^2 w w^2 w^2 1 w^2	1	1 0 0 0 0 0 0 0 0 0 w 0 0 0 0 1 w^2 1 w 1 1 | 0 1 0 0 0 0 0 0 0 0 w^2 0 0 0 0 1 1 w 0 0 w^2 | 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 w^2 w w w^2 | 0 0 0 1 0 0 0 0 0 0 1 0 0 0 w 0 w^2 0 1 w w | 0 0 0 0 1 0 0 0 0 0 w^2 0 0 0 w^2 w^2 0 w w^2 1 0 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 w^2 0 1 w 1 0 1 | 0 0 0 0 0 0 1 0 0 0 w 0 0 0 1 0 w^2 0 0 w 0 | 0 0 0 0 0 0 0 1 0 0 w^2 0 0 0 0 w 0 w^2 w 0 w | 0 0 0 0 0 0 0 0 1 0 1 0 0 0 w 0 1 w^2 0 w^2 w | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 w w 1 0 0 1 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 w 1 1 w w 0 w | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 w^2 1 0 w^2 0 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 w^2 w
45	[[22,13,6;9]]_2	w 0 1 w 1 w w^2 1 0 w^2 1 w w w w^2 w 1 0 1 w w	1	1 0 0 0 0 0 0 w^2 0 w w^2 1 0 1 w^2 0 w 1 0 1 0 | 0 1 0 0 0 0 0 w^2 0 0 w^2 w^2 0 w w 1 0 w 1 1 w | 0 0 1 0 0 0 0 w^2 0 w 1 0 w 1 1 w 0 0 0 1 w^2 | 0 0 0 1 0 0 0 w^2 0 w^2 w^2 w^2 1 1 0 w w 0 0 w w^2 | 0 0 0 0 1 0 0 0 0 0 0 1 0 0 w w^2 w^2 0 w 1 w | 0 0 0 0 0 1 0 0 0 0 w 0 w^2 w^2 1 0 1 w w^2 0 w | 0 0 0 0 0 0 1 w 0 w 1 w^2 1 0 w^2 w 0 1 0 w w^2 | 0 0 0 0 0 0 0 0 1 w^2 0 w^2 w 1 1 1 1 1 w 0 1
46	[[23,2,18;21]]_2	w^2 w^2 w^2 1 0 1 0 w 1 w^2 w^2 w^2 1 0 1 w^2 w 1 0 1 w w	1	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 0 w | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 0 w | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 0 w^2 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w 0 w^2 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w 0 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 w 0 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 w 0 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w 0 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 w^2 0 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
47	[[23,3,16;20]]_2	w w^2 w^2 1 w^2 w w w w^2 0 w^2 1 w w^2 w w^2 0 w^2 0 w^2 0 1	1	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w w^2 0 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 w w^2 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 0 w^2 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w w^2 w | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w w 1 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w w^2 0 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w w^2 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w w^2 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w^2 0 w^2 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 w w | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w^2 w^2 0 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 w^2 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 w^2 1 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 w w w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w 0 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 w
48	[[23,5,12;16]]_2	w^2 w^2 1 1 w 0 w 0 0 0 0 w w^2 w w^2 w^2 1 w^2 1 1 1 0	1	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w w^2 w w 1 w^2 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 1 w 0 0 w^2 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w 0 w^2 w w w^2 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 w 0 1 w 1 | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 w^2 w 0 1 w | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w 1 w^2 w 1 0 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w^2 w 1 1 w | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 w w 0 0 w^2 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w^2 0 0 1 w w | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w 1 w^2 1 w^2 | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w w 0 0 1 w^2 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 w^2 w 0 w^2 0 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 w 0 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 w w^2 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 w 1 0 w^2 1 0
49	[[23,5,13;18]]_2	0 0 0 1 0 1 w^2 1 w^2 0 w^2 w w 1 w 0 1 1 w w 1 w^2	1	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 w w^2 0 1 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w w 1 1 w^2 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 1 w^2 w^2 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w w w w | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 w^2 0 w w^2 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w 1 w^2 0 w^2 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w 1 1 1 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 w w w^2 w^2 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 w^2 1 | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 w^2 0 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w^2 w^2 1 1 0 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w w^2 w 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 w 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 w w^2 1 1 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w w^2 w 1 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 w 1 w
50	[[23,6,8;7]]_2	1 w w 1 w^2 w 1 0 0 w^2 w^2 0 w w^2 w w 1 w 0 0 w 0	1	1 0 0 0 0 0 0 0 0 0 0 w^2 w w 0 w^2 1 w 0 1 w 0 | 0 1 0 0 0 0 0 0 0 0 0 0 w^2 w w 0 w^2 1 w 0 1 w | 0 0 1 0 0 0 0 0 0 0 0 w 0 w^2 w w 0 w^2 1 w 0 1 | 0 0 0 1 0 0 0 0 0 0 0 1 w 0 w^2 w w 0 w^2 1 w 0 | 0 0 0 0 1 0 0 0 0 0 0 0 1 w 0 w^2 w w 0 w^2 1 w | 0 0 0 0 0 1 0 0 0 0 0 w 0 1 w 0 w^2 w w 0 w^2 1 | 0 0 0 0 0 0 1 0 0 0 0 1 w 0 1 w 0 w^2 w w 0 w^2 | 0 0 0 0 0 0 0 1 0 0 0 w^2 1 w 0 1 w 0 w^2 w w 0 | 0 0 0 0 0 0 0 0 1 0 0 0 w^2 1 w 0 1 w 0 w^2 w w | 0 0 0 0 0 0 0 0 0 1 0 w 0 w^2 1 w 0 1 w 0 w^2 w | 0 0 0 0 0 0 0 0 0 0 1 w w 0 w^2 1 w 0 1 w 0 w^2
51	[[23,6,10;13]]_2	w^2 1 1 w 1 w 0 0 1 w w^2 w w w^2 1 1 1 1 w^2 1 0 w^2	1	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 1 1 1 0 0 1 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w 1 w w 1 0 w 0 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w w^2 0 0 w 0 1 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w 1 0 w^2 w w | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 w^2 0 1 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 w w w 0 1 0 1 w | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 w^2 w^2 0 w^2 w^2 0 w | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 w 1 0 1 w^2 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w^2 w^2 w^2 0 1 w 0 1 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 w^2 w^2 1 w^2 0 w w^2 w | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 w^2 w^2 1 w^2 w^2 1 0 0 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 w 0 1 w^2 0 w w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 0 0 0 w w^2 w 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w 0 0 w^2 0 w^2 w^2
52	[[23,6,11;15]]_2	0 w w w^2 w^2 1 1 w^2 w^2 0 0 1 w^2 w^2 w^2 1 1 w w 1 0 0	1	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 w^2 w^2 w^2 0 w^2 w^2 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 w 1 w^2 w^2 w^2 1 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w 0 w 0 1 0 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 w^2 w w^2 1 w 1 1 | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w^2 w^2 0 w w^2 0 w^2 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w^2 w w^2 1 w^2 w | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 w w 0 0 1 1 1 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w^2 0 1 1 1 w^2 0 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w^2 0 0 1 1 w^2 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w^2 1 0 0 w w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 w w 0 w w 1 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w 1 w^2 w^2 w | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 w^2 w 1 w w^2 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 w w^2 w^2 0 w w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 w w^2 w 1 1 w 0
53	[[23,6,12;17]]_2	0 w 1 w w w^2 1 0 w 0 1 w 0 w w^2 1 1 w^2 0 1 0 0	1	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w w^2 w w 1 w^2 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 1 w 0 0 w^2 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w 0 w^2 w w w^2 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 w 0 1 w 1 | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 w^2 w 0 1 w | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w 1 w^2 w 1 0 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w^2 w 1 1 w | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 w w 0 0 w^2 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w^2 0 0 1 w w | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w 1 w^2 1 w^2 | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w w 0 0 1 w^2 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 w^2 w 0 w^2 0 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 w 0 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 w w^2 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 w 1 0 w^2 1 0
54	[[23,7,8;8]]_2	1 0 0 w 1 w w w 0 w 1 w w w w w 0 w^2 w^2 w 0 w^2	1	1 0 0 0 0 0 0 0 0 0 0 w^2 w w 0 w^2 1 w 0 1 w 0 | 0 1 0 0 0 0 0 0 0 0 0 0 w^2 w w 0 w^2 1 w 0 1 w | 0 0 1 0 0 0 0 0 0 0 0 w 0 w^2 w w 0 w^2 1 w 0 1 | 0 0 0 1 0 0 0 0 0 0 0 1 w 0 w^2 w w 0 w^2 1 w 0 | 0 0 0 0 1 0 0 0 0 0 0 0 1 w 0 w^2 w w 0 w^2 1 w | 0 0 0 0 0 1 0 0 0 0 0 w 0 1 w 0 w^2 w w 0 w^2 1 | 0 0 0 0 0 0 1 0 0 0 0 1 w 0 1 w 0 w^2 w w 0 w^2 | 0 0 0 0 0 0 0 1 0 0 0 w^2 1 w 0 1 w 0 w^2 w w 0 | 0 0 0 0 0 0 0 0 1 0 0 0 w^2 1 w 0 1 w 0 w^2 w w | 0 0 0 0 0 0 0 0 0 1 0 w 0 w^2 1 w 0 1 w 0 w^2 w | 0 0 0 0 0 0 0 0 0 0 1 w w 0 w^2 1 w 0 1 w 0 w^2
55	[[23,7,10;14]]_2	w^2 0 w w^2 0 w w^2 w w^2 0 w w w^2 0 w w 0 1 0 0 0 w^2	1	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 1 1 1 0 0 1 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w 1 w w 1 0 w 0 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w w^2 0 0 w 0 1 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w 1 0 w^2 w w | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 w^2 0 1 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 w w w 0 1 0 1 w | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 w^2 w^2 0 w^2 w^2 0 w | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 w 1 0 1 w^2 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w^2 w^2 w^2 0 1 w 0 1 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 w^2 w^2 1 w^2 0 w w^2 w | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 w^2 w^2 1 w^2 w^2 1 0 0 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 w 0 1 w^2 0 w w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 0 0 0 w w^2 w 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w 0 0 w^2 0 w^2 w^2
56	[[23,7,11;16]]_2	w^2 1 0 w w w^2 w^2 w 0 w w w w^2 w 0 w^2 0 w w^2 1 w w	1	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 w^2 w^2 w^2 0 w^2 w^2 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 w 1 w^2 w^2 w^2 1 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w 0 w 0 1 0 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 w^2 w w^2 1 w 1 1 | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w^2 w^2 0 w w^2 0 w^2 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w^2 w w^2 1 w^2 w | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 w w 0 0 1 1 1 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w^2 0 1 1 1 w^2 0 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w^2 0 0 1 1 w^2 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w^2 1 0 0 w w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 w w 0 w w 1 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w 1 w^2 w^2 w | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 w^2 w 1 w w^2 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 w w^2 w^2 0 w w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 w w^2 w 1 1 w 0
